1.0e-6
0.000	1.26810979
0.024052932	1.26810979
0.041073652	1.26810979
0.058094371	1.252919205
0.075115091	1.253830512
0.09213581	1.257781295
0.10915653	1.231429281
0.121315979	1.186021662
0.133475428	1.136491588
0.145634877	1.088851
0.154292883	1.062895758
0.16295089	1.053317474
0.171608896	1.048898445
0.178038709	1.044472184
0.184468521	1.040407742
0.195618527	1.03319977
0.206768533	1.022229517
0.22241408	0.999556746
0.238059626	0.975998105
0.248758158	0.960185959
0.253556901	0.973250125
0.258355644	1.018784241
0.262057632	1.061094082
0.264686947	1.09054193
0.267316262	1.120547892
0.272210711	1.176071252
0.278455963	1.246997907
0.287762567	1.352483682
0.297504009	1.462791066
0.303455894	1.540166062
0.309407779	1.635794678
0.313473839	1.705872112
0.3175399	1.775250704
0.32160596	1.844699195
0.327380876	1.943210389
0.336079826	2.091418115
0.347035744	2.277771941
0.353554678	2.378370584
0.360073611	2.460025045
0.364570263	2.511189765
0.369066914	2.563189951
0.373563565	2.615037969
0.379097927	2.678817004
0.385843054	2.756482837
0.395635805	2.869046842
0.401698814	2.93149875
0.407761823	2.96776047
0.411009226	2.976643448
0.414256629	2.986532782
0.417504032	2.996997885
0.420099014	3.005022827
0.424109638	3.017707893
0.430434855	3.037558364
0.43972248	3.066744548
0.449517505	3.097418426
0.455245593	3.102502096
0.460973681	3.091992144
0.465087395	3.084270424
0.469201109	3.076903485
0.473314824	3.069051292
0.477428538	3.061567475
0.484569797	3.048238228
0.495340188	3.028365933
0.512139317	2.997237317
0.535872873	2.953480067
0.570173296	2.890284008
0.61890047	2.800966187
0.663394606	2.729567999
0.682459702	2.70907982
0.701524797	2.666639486
0.70735189	2.592718783
0.710445262	2.522160262
0.7125081	2.476020838
0.713946149	2.445345484
0.715384199	2.414030916
0.71751768	2.367677131
0.720685412	2.298901285
0.725768425	2.188638969
0.733530566	2.020449614
0.744226225	1.789060176
0.749852645	1.667506096
0.752731646	1.618533761
0.755610648	1.59222845
0.757264887	1.58178364
0.758919126	1.571081226
0.760573365	1.561027097
0.763476129	1.5438429
0.766378892	1.526961117
0.772749899	1.490171593
0.779120906	1.453514882
0.796911355	1.35148004
0.804751957	1.324858827
0.812592559	1.326649906
0.817822659	1.332663994
0.823052759	1.337404339
0.828282859	1.342450604
0.836768466	1.350407251
0.850035051	1.362999275
0.862926521	1.360286295
0.870930061	1.352169148
0.8789336	1.347161178
0.888802636	1.340138196
0.898671671	1.333275716
0.908540706	1.322038068
0.918409742	1.306500351
0.926134152	1.295077731
0.937064924	1.278475942
0.950905488	1.258841789
0.964746052	1.255090048
0.975112783	1.262360426
0.985479515	1.262360426
0.995846246	1.26810979
